Year,Title,Gross
2018,A Wrinkle in Time,"$132,675,864"
2018,The House with a Clock in Its Walls,"$131,457,147"
2018,Instant Family,"$120,556,201"
2018,A Cool Fish,"$118,153,135"
2018,Game Night,"$117,679,066"
2018,Dragon Ball Super: Broly,"$115,750,445"
2018,The Monkey King 3,"$115,084,576"
2018,First Man,"$105,697,415"
2018,Book Club,"$104,438,188"
2018,Night School,"$103,105,878"
2018,Detective Conan: Zero the Enforcer,"$101,860,359"
2018,Alpha,"$99,630,675"
2018,Along With the Gods: The Last 49 Days,"$97,962,238"
2018,A Simple Favor,"$97,644,617"
2018,Boonie Bears: The Big Shrink,"$96,845,907"
2018,The Favourite,"$95,918,706"
2018,Truth or Dare,"$95,330,493"
2018,Kill Mobile,"$94,870,905"
2018,I Feel Pretty,"$94,539,426"
2018,Blockers,"$94,017,294"
2018,BlacKkKlansman,"$93,400,823"
2018,Goosebumps 2: Haunted Halloween,"$93,320,380"
2018,Shadow,"$91,708,374"
2018,Overboard,"$91,244,913"
2018,Sherlock Gnomes,"$90,497,778"
2018,Detective Dee: The Four Heavenly Kings,"$90,040,771"
2018,"Hello, Mrs. Money","$86,874,070"
2018,Robin Hood,"$86,489,031"
2018,I Can Only Imagine,"$86,086,881"
2018,Hidden Man,"$85,170,581"
2018,Mortal Engines,"$83,672,673"
2018,iPartment the Movie,"$81,096,321"
2018,Doraemon the Movie: Nobita's Treasure Island,"$80,920,916"
2018,Den of Thieves,"$80,509,622"
2018,Hereditary,"$80,080,156"
2018,Code Blue: The Movie,"$78,778,562"
2018,Tag,"$78,230,625"
2018,Sanju,"$76,693,052"
2018,Vice,"$76,073,488"
2018,Widows,"$75,984,700"
2018,Sicario: Day of the Soldado,"$75,837,743"
2018,Searching,"$75,462,037"
2018,The Spy Who Dumped Me,"$75,320,680"
2018,Animal World,"$74,922,830"
2018,Amazing China,"$72,506,343"
2018,Second Act,"$72,282,227"
2018,Spirited Away 2018 Re-release,"$70,186,029"
2018,Shoplifters,"$67,999,335"
2018,12 Strong,"$67,359,190"
2018,"Love, Simon","$66,316,289"
2018,Mile 22,"$66,308,758"
2018,Life of the Party,"$65,659,911"
2018,L Storm,"$64,517,456"
2018,Capernaum,"$64,417,003"
2018,Isle of Dogs,"$64,241,499"
2018,Andhadhun,"$62,475,342"
2018,Adrift,"$59,945,012"
2018,The 15:17 to Paris,"$57,176,286"
2018,A or B,"$56,239,049"
2018,Go Brother!,"$54,663,060"
2018,Early Man,"$54,622,814"
2018,Peppermint,"$53,918,723"
2018,Teen Titans GO! To the Movies,"$52,390,236"
2018,Slender Man,"$51,738,549"
2018,Breaking In,"$51,411,620"
2018,Cry Me a Sad River,"$51,400,614"
2018,Once Upon a Deadpool 2018 Re-release,"$51,349,833"
2018,Simmba,"$51,329,025"
2018,Family is Family,"$49,954,866"
2018,Death Wish,"$49,562,710"
2018,The Magic Tuche,"$47,427,990"
2018,Golden Job,"$47,287,851"
2018,Mary Queen of Scots,"$46,712,809"
2018,Uncle Drew,"$46,664,414"
2018,Acrimony,"$46,403,669"
2018,Asterix: The Secret of the Magic Potion,"$46,214,871"
2018,Bajrangi Bhaijaan 2018 Re-release,"$45,579,004"
2018,Winchester,"$44,019,588"
2018,Annihilation,"$43,070,915"
2018,The Possession of Hannah Grace,"$43,016,528"
2018,Long Day's Journey Into Night,"$42,140,994"
2018,Overlord,"$41,657,844"
2018,The Great Battle,"$41,509,280"
2018,The Darkest Minds,"$41,142,379"
2018,"Lost, Found","$41,043,552"
2018,Holmes & Watson,"$40,466,970"
2018,Intimate Strangers,"$39,576,060"
2018,Thugs of Hindostan,"$39,570,044"
2018,Sink or Swim,"$39,193,850"
2018,Show Dogs,"$39,156,854"
2018,Believer,"$39,047,153"
2018,The Spy Gone North,"$38,844,509"
2018,On the Basis of Sex,"$38,673,750"
2018,Taxi 5,"$38,598,227"
2018,Fat Buddies,"$37,496,410"
2018,Till The End Of The World,"$37,013,733"
2018,2.0,"$36,945,969"
2018,Nothing to Lose,"$36,075,317"
2018,Mia and the White Lion,"$35,487,190"
2018,The Girl in the Spider's Web,"$35,164,920"
2018,The Hate U Give,"$34,934,009"
2018,Nobody's Fool,"$33,705,333"
2018,Baaghi 2,"$33,139,063"
2018,The Hurricane Heist,"$32,517,248"
2018,All About Me,"$31,920,159"
2018,Bad Times at the El Royale,"$31,882,724"
2018,Beautiful Boy,"$31,711,319"
2018,Hunter Killer,"$31,672,678"
2018,Super Troopers 2,"$31,626,386"
2018,The Strangers: Prey at Night,"$31,039,126"
2018,Gintama 2: Rules are Made to be Broken,"$30,896,653"
2018,The Way of the Bug,"$30,355,804"
2018,Clergy,"$30,114,115"
2018,Ice,"$29,806,210"
2018,Free Solo,"$29,390,279"
2018,Dark Figure of Crime,"$29,176,133"
2018,Pad Man,"$29,045,020"
2018,Mirai,"$28,756,961"
2018,Default,"$27,694,043"
2018,One Cut of the Dead,"$27,590,180"
2018,The Happytime Murders,"$27,506,452"
2018,Midnight Sun,"$27,365,467"
2018,VIP Policeman,"$27,222,681"
2018,My Neighbor Totoro 2018 Re-release,"$27,083,857"
2018,The Faces of My Gene,"$26,796,279"
2018,Badhaai Ho,"$26,125,610"
2018,Hichki,"$26,055,222"
2018,Champions,"$25,962,612"
2018,White Boy Rick,"$25,957,482"
2018,"Paul, Apostle of Christ","$25,915,966"
2018,Keys to the Heart,"$25,375,866"
2018,Stan & Ollie,"$24,420,923"
2018,The Witch: Part 1 - The Subversion,"$24,340,302"
2018,The Accidental Detective 2: In Action,"$24,243,825"
2018,Killing for the Prosecution,"$23,929,620"
2018,Pokémon the Movie: The Power of Us,"$23,740,788"
2018,The Guernsey Literary and Potato Peel Pie Society,"$23,148,937"
2018,The Crimes That Bind,"$23,144,130"
2018,New Happy Dad and Son 3: Adventure in Russia,"$23,130,469"
2018,Padmaavat,"$22,991,060"
2018,Won't You Be My Neighbor?,"$22,844,741"
2018,Europe Raiders,"$22,435,156"
2018,Mojin: The Worm Valley,"$22,381,583"
2018,Stree,"$22,075,730"
2019,Avengers: Endgame,"$2,799,439,100"
2019,The Lion King,"$1,656,943,394"
2019,Frozen II,"$1,450,026,933"
2019,Spider-Man: Far from Home,"$1,131,927,996"
2019,Captain Marvel,"$1,128,274,794"
2019,Joker,"$1,078,751,311"
2019,Star Wars: Episode IX - The Rise of Skywalker,"$1,074,144,248"
2019,Toy Story 4,"$1,073,394,593"
2019,Aladdin,"$1,050,693,953"
2019,Jumanji: The Next Level,"$801,693,929"
2019,Fast & Furious Presents: Hobbs & Shaw,"$760,732,926"
2019,Ne Zha,"$726,063,471"
2019,The Wandering Earth,"$699,856,699"
2019,How to Train Your Dragon: The Hidden World,"$521,799,505"
2019,Maleficent: Mistress of Evil,"$491,730,089"
2019,It Chapter Two,"$473,093,228"
2019,"My People, My Country","$450,064,993"
2019,Pokémon: Detective Pikachu,"$433,305,346"
2019,The Secret Life of Pets 2,"$431,164,459"
2019,The Captain,"$417,282,021"
2019,Alita: Battle Angel,"$404,980,543"
2019,Godzilla: King of the Monsters,"$387,300,138"
2019,1917,"$384,580,017"
2019,Once Upon a Time... in Hollywood,"$377,426,903"
2019,Shazam!,"$365,971,656"
2019,Dumbo,"$353,284,621"
2019,John Wick: Chapter 3 - Parabellum,"$327,777,335"
2019,Crazy Alien,"$327,598,891"
2019,Knives Out,"$312,897,920"
2019,Terminator: Dark Fate,"$261,119,292"
2019,Parasite,"$258,098,332"
2019,Us,"$256,022,707"
2019,Pegasus,"$255,863,112"
2019,Men in Black: International,"$253,890,701"
2019,Dark Phoenix,"$252,442,974"
2019,Glass,"$246,999,039"
2019,The Bravest,"$245,179,562"
2019,Annabelle Comes Home,"$231,252,591"
2019,Better Days,"$225,918,798"
2019,Ford v Ferrari,"$225,508,210"
2019,Little Women,"$218,843,645"
2019,The Addams Family,"$203,044,905"
2019,Rocketman,"$195,320,400"
2019,Downton Abbey,"$194,694,725"
2019,Weathering with You,"$192,822,685"
2019,The Lego Movie 2: The Second Part,"$192,306,508"
2019,Sheep Without a Shepherd,"$191,602,146"
2019,The White Storm 2: Drug Lords,"$189,396,380"
2019,Abominable,"$188,623,517"
2019,Ip Man 4: The Finale,"$176,345,966"
2019,Gemini Man,"$173,469,516"
2019,Spies in Disguise,"$171,616,764"
2019,Hustlers,"$157,563,598"
2019,The Climbers,"$156,892,866"
2019,Escape Room,"$155,712,077"
2019,Yesterday,"$154,608,856"
2019,The Angry Birds Movie 2,"$147,792,047"
2019,Angel Has Fallen,"$146,661,977"
2019,Ad Astra,"$127,461,872"
2019,Midway,"$127,390,389"
2019,The Upside,"$125,852,517"
2019,Last Christmas,"$123,446,172"
2019,The Curse of La Llorona,"$123,233,739"
2019,Looking Up,"$122,994,583"
2019,Zombieland: Double Tap,"$122,810,399"
2019,Dora and the Lost City of Gold,"$120,597,108"
2019,Extreme Job,"$119,932,733"
2019,Wonder Park,"$119,559,110"
2019,P Storm,"$117,991,727"
2019,Detective Conan: The Fist of Blue Sapphire,"$115,448,200"
2019,The Gentlemen,"$115,171,795"
2019,Pet Sematary,"$113,118,226"
2019,Boonie Bears: Blast Into the Past,"$112,367,881"
2019,Good Boys,"$111,173,598"
2019,Scary Stories to Tell in the Dark,"$104,545,505"
2019,Line Walker 2: Invisible Spy,"$99,482,027"
2019,The Hustle,"$97,409,779"
2019,The New King of Comedy,"$95,618,308"
2019,Adoring,"$94,975,692"
2019,Five Feet Apart,"$92,554,209"
2019,Crawl,"$91,542,097"
2019,Rambo: Last Blood,"$91,490,353"
2019,Jojo Rabbit,"$90,335,025"
2019,Serial (Bad) Weddings 2,"$87,761,988"
2019,One Piece: Stampede,"$81,562,741"
2019,A Dog's Way Home,"$80,708,134"
2019,A Dog's Journey,"$78,870,908"
2019,Cold Pursuit,"$76,419,755"
2019,Cats,"$75,558,925"
2019,A Madea Family Funeral,"$74,747,725"
2019,Charlie's Angels,"$73,279,888"
2019,Doctor Sleep,"$72,381,712"
2019,What Men Want,"$72,216,294"
2019,Exit,"$69,501,772"
2019,After,"$69,497,587"
2019,Playing with Fire,"$69,412,425"
2019,A Beautiful Day in the Neighborhood,"$67,925,733"
2019,War,"$67,179,155"
2019,Doraemon: Nobita's Chronicle of the Moon Exploration,"$65,406,606"
2019,Happy Death Day 2U,"$64,600,152"
2019,White Snake,"$62,098,770"
2019,Bombshell,"$61,404,394"
2019,Ashfall,"$61,354,854"
2019,Ma,"$61,220,784"
2019,My Best Summer,"$60,011,073"
2019,Ready or Not,"$57,615,777"
2019,Jade Dynasty,"$57,149,764"
2019,The Perfect Secret,"$56,573,047"
2019,The Big Shot,"$56,040,681"
2019,Hellboy,"$55,064,690"
2019,Les Misérables,"$54,606,372"
2019,Long Shot,"$53,873,809"
2019,Just Mercy,"$50,901,502"
2019,Son of a Rich,"$50,803,834"
2019,Kingdom,"$50,574,061"
2019,Breakthrough,"$50,444,358"
2019,Uncut Gems,"$50,023,780"
2019,21 Bridges,"$49,939,757"
2019,Song of Youth,"$49,615,508"
2019,The Grudge,"$49,511,319"
2019,Little,"$48,987,096"
2019,Isn't It Romantic,"$48,791,187"
2019,The Legend of Hei,"$48,507,082"
2019,Countdown,"$48,021,766"
2019,Midsommar,"$47,850,980"
2019,Queen & Slim,"$47,834,125"
2019,47 Meters Down: Uncaged,"$47,582,563"
2019,Chasing the Dragon II: Wild Wild Bunch,"$45,733,356"
2019,Judy,"$45,701,880"
2019,Child's Play,"$44,907,074"
2019,Richard Jewell,"$44,645,542"
2019,Harriet,"$43,347,017"
2019,A Shaun the Sheep Movie: Farmageddon,"$43,100,248"
2019,Fighting with My Family,"$41,503,392"
2019,Masquerade Hotel,"$40,396,244"
2019,The Last Wish,"$39,756,292"
2019,Uri: The Surgical Strike,"$39,346,577"
2019,Overcomer,"$38,026,103"
2019,T-34,"$37,410,850"
2019,Pain and Glory,"$37,359,689"
2019,A Witness Out of the Blue,"$37,092,694"
2019,The Intruder,"$36,599,361"
2019,The Queen's Corgi,"$35,515,687"
2019,Warrior of the Hornor,"$34,291,831"
2019,The Battle: Roar to Victory,"$34,148,707"
2019,The Bad Guys: The Movie,"$34,024,386"
2019,The Good Liar,"$33,856,058"
2019,The Art of Racing in the Rain,"$33,766,787"
2019,Brightburn,"$33,224,654"
2019,Bharat,"$33,185,983"
2019,Fly Me to the Saitama,"$32,802,347"
2019,UglyDolls,"$32,450,241"
2019,Stuber,"$32,390,945"
2019,Hit Me Anyone One More Time!,"$32,333,512"
2019,Somewhere Winter,"$32,218,990"
2019,The Kid Who Would Be King,"$32,140,970"
2019,Two Tigers,"$32,001,580"
2019,Anna,"$31,626,978"
2019,My Dear Liar,"$31,177,968"
2019,The Wild Goose Lake,"$31,064,835"
2019,My Hero Academia: Heroes Rising,"$29,971,229"
2019,Fall In Love At First Kiss,"$29,206,238"
2019,Gully Boy,"$28,299,498"
2019,Kim Ji-young: Born 1982,"$27,696,393"
2019,Pokémon: Mewtwo Strikes Back - Evolution,"$27,347,118"
2019,Almost a Comedy,"$26,990,962"
2019,Total Dhamaal,"$26,911,995"
2019,Missing Link,"$26,565,710"
2019,No Manches Frida 2,"$26,493,648"
2019,The Confidence Man JP,"$26,228,317"
2019,The Confidence Man JP: The Movie,"$25,958,189"
2019,"The Gangster, the Cop, the Devil","$25,775,371"
2019,Bodies at Rest,"$25,293,853"
2019,Booksmart,"$24,959,607"
2019,Super 30,"$24,701,637"
2019,Skyfire,"$24,444,590"
2019,Start-Up,"$24,106,579"
2019,Pinocchio,"$23,841,090"
2019,A Rainy Day in New York,"$23,805,899"
2019,The Peanut Butter Falcon,"$23,712,090"
2019,Little White Lies 2,"$23,623,665"
2019,Ossan's Love: Love or Dead,"$23,422,744"
2019,Only Cloud Knows,"$23,414,998"
2019,Dark Waters,"$23,108,017"
2019,The Farewell,"$23,076,657"
2019,The Knight of Shadows: Between Yin and Yang,"$22,936,257"
2019,Black and Blue,"$22,741,061"
2019,Late Night,"$22,386,555"
2019,Unplanned,"$21,585,326"
2019,Crazy Romance,"$21,386,368"
2019,Shaft,"$21,360,215"
2019,Hotel Mumbai,"$21,314,816"
2019,Integrity,"$21,290,004"
2019,The Secret Mission,"$21,083,522"
2019,This Is Tomas,"$20,084,169"
2019,The Specials,"$19,363,826"
2019,Always Miss You,"$19,015,465"
2019,An Officer and a Spy,"$18,899,214"
2019,Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,"$18,738,951"
2019,Greta,"$18,653,107"
2020,The Eight Hundred,"$461,421,559"
2020,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,"$453,230,408"
2020,Bad Boys for Life,"$426,505,244"
2020,"My People, My Homeland","$422,390,820"
2020,Tenet,"$365,304,105"
2020,Sonic the Hedgehog,"$319,715,683"
2020,Dolittle,"$251,410,631"
2020,Jiang Ziya,"$240,646,355"
2020,A Little Red Flower,"$216,000,000"
2020,The Croods: A New Age,"$215,905,815"
2020,Birds of Prey,"$205,358,461"
2020,Shock Wave 2,"$198,921,659"
2020,Wonder Woman 1984,"$169,601,036"
2020,The Sacrifice,"$161,047,608"
2020,The Invisible Man,"$144,492,724"
2020,Onward,"$141,940,042"
2020,Warm Hug,"$129,240,236"
2020,Soul,"$121,903,885"
2020,The Call of the Wild,"$111,166,669"
2020,Mamma Mia! 2020 Re-release,"$84,604,815"
2020,Caught in Time,"$80,543,319"
2020,Mulan,"$69,965,374"
2020,The Yin-Yang Master: Dream of Eternity,"$68,000,000"
2020,Stand by Me Doraemon 2,"$65,201,374"
2020,The Rescue,"$64,237,554"
2020,Love You Forever,"$60,670,799"
2020,Greenland,"$52,300,000"
2020,Tolo Tolo,"$52,186,426"
2020,Vanguard,"$50,866,901"
2020,Fantasy Island,"$49,447,308"
2020,Trolls World Tour,"$49,276,818"
2020,The New Mutants,"$49,169,594"
2020,After We Collided,"$47,990,414"
2020,"From Today, It's My Turn: The Movie","$47,895,887"
2020,Tanhaji: The Unsung Warrior,"$45,221,814"
2020,Unhinged,"$44,331,465"
2020,The End of Endless Love,"$43,950,000"
2020,The War with Grandpa,"$43,387,638"
2020,Peninsula,"$42,698,327"
2020,Monster Hunter,"$42,145,959"
2020,Underwater,"$40,882,928"
2020,Bloodshot,"$39,861,118"
2020,Sarileru Neekevvaru,"$37,389,889"
2020,The Untold Tale of the Three Kingdoms,"$36,747,486"
2020,The Confidence Man JP: Princess,"$36,109,913"
2020,The Man Standing Next,"$34,664,900"
2020,My Mom is a Character 3,"$34,360,029"
2020,Doraemon the Movie: Nobita's New Dinosaur,"$34,218,525"
2020,Deliver Us from Evil,"$33,718,703"
2020,Harry Potter and the Sorcerer's Stone 2020 Re-release,"$31,503,136"
2020,Honest Thief,"$31,220,247"
2020,Like a Boss,"$30,399,490"
2020,The Witches,"$29,303,571"
2020,Bath Buddy,"$28,700,000"
2020,Scoob!,"$28,588,425"
2020,Ala Vaikunthapurramuloo,"$28,477,890"
2020,Emma.,"$26,404,660"
2020,Leap,"$25,818,882"
2020,Gravity 2020 Re-release,"$24,857,278"
2020,The Father,"$24,048,935"
2020,Poupelle of Chimney Town,"$22,715,146"
2020,Gretel & Hansel,"$22,304,357"
2020,Moana 2020 Re-release,"$21,737,046"
2020,Stigmatized Properties,"$21,276,720"
2020,Pokémon the Movie: Secrets of the Jungle,"$21,097,921"
2020,The Photograph,"$20,690,779"
2020,Threads - Our Tapestry of Love,"$20,474,270"
2020,Violet Evergarden: The Movie,"$20,339,624"
2020,Brahms: The Boy II,"$20,311,536"
2020,Interstellar 2020 Re-release,"$19,990,000"
2020,Ice 2,"$19,788,995"
2020,Soul Snatcher,"$19,561,221"
2020,The Turning,"$19,428,166"
2020,Fate/stay night [Heaven's Feel] III. spring song,"$19,252,497"
2020,Promising Young Woman,"$18,854,166"
2020,Takizawa Enbujo Zero,"$18,091,395"
2020,Freaky,"$18,073,433"
2020,The Promised Neverland,"$17,710,977"
2020,Kaiji: Final Game,"$17,645,779"
2020,Hitman: Agent Jun,"$17,601,351"
2020,Digimon Adventure: Last Evolution Kizuna,"$17,361,009"
2020,Bye Bye Morons,"$16,955,924"
2020,Baaghi 3,"$16,726,510"
2020,I Still Believe,"$16,069,730"
2020,The Way Back,"$15,490,514"
2020,Father There is Only One 2,"$15,373,181"
2020,The Personal History of David Copperfield,"$14,399,270"
2020,Nightlife,"$14,308,789"
2020,Pawn,"$14,193,957"
2020,The Post 2020 Re-release,"$13,995,207"
2020,#Alive,"$13,432,212"
2020,Howling Village,"$13,394,556"
2020,Come Play,"$13,182,254"
2020,Samjin Company English Class,"$12,761,386"
2020,Another Round,"$12,745,392"
2020,News of the World,"$12,668,325"
2020,Collectors,"$12,640,113"
2020,Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,"$12,221,804"
2020,Ducobu 3,"$12,157,793"
2020,The Asadas,"$11,888,743"
2020,Wotakoi: Love Is Hard for Otaku,"$11,702,371"
2020,30 jours max,"$11,007,713"
2020,Bigfoot Family,"$10,987,975"
2020,The Voice of Sin,"$10,983,063"
2020,Two by Two: Overboard!,"$10,885,076"
2020,Let Him Go,"$10,835,686"
2020,One Second,"$10,791,301"
2020,Me contro Te - Il film: La vendetta del Signor S,"$10,779,891"
2020,Impractical Jokers: The Movie,"$10,691,091"
2020,Honest Candidate,"$10,597,464"
2020,The Hunt,"$10,550,350"
2020,Street Dancer 3D,"$10,339,127"
2020,My Spy,"$10,200,000"
2020,100% Wolf,"$9,766,489"
2020,Stolen Identity 2,"$9,687,188"
2020,Inception 10th Anniversary re-release,"$9,581,100"
2020,10 Days with Dad,"$9,472,077"
2020,Secret Zoo,"$9,471,940"
2020,365 Days,"$9,458,590"
2020,Okay Madam,"$9,433,525"
2020,L'appel de la forêt,"$9,317,347"
2020,The Closet,"$9,039,424"
2020,Malasaña 32,"$8,968,845"
2020,Break the Silence: The Movie,"$8,954,345"
2020,I Hate Summer,"$8,926,071"
2020,Downhill,"$8,899,195"
2020,Les blagues de Toto,"$8,859,185"
2020,The Secret Garden,"$8,721,243"
2020,War of the Eltis,"$8,613,864"
2020,Malang,"$8,399,765"
2020,Your Eyes Tell,"$8,020,474"
2020,"My Donkey, My Lover & I","$7,974,769"
2020,AI Amok,"$7,932,191"
2020,The Lost Prince,"$7,837,980"
2020,Antebellum,"$7,792,716"
2020,The Marriage Escape,"$7,760,946"
2020,Spirited Away Studio Ghibli Fest 2020,"$7,732,697"
2020,Princess Mononoke Studio Ghibli Fest 2020,"$7,673,800"
2020,The Heist of the Century,"$7,627,100"
2020,De Gaulle,"$7,501,454"
2020,Fukushima 50,"$7,494,243"
2020,The Best Years,"$7,355,020"
2020,Mamma Mia! Here We Go Again 2020 Re-release,"$7,225,624"
2020,Bohemian Rhapsody 2020 Re-release,"$7,158,262"
2020,The (UN)perfect Guy,"$7,154,649"
2020,Spycies,"$7,128,952"
2020,Back to the Wharf,"$7,090,000"
2020,Adu,"$7,085,946"
2020,Fatale,"$7,031,289"
2020,Dragon Rider,"$6,977,378"
2020,Jim Button and the Wild 13,"$6,933,267"
2020,Psy 3: W imie zasad,"$6,725,146"
2020,Blood Moon Party,"$6,709,383"
2020,Innocence,"$6,688,330"
2020,Shubh Mangal Zyada Saavdhan,"$6,574,905"
2020,Chhapaak,"$6,532,100"
2020,"Love Me, Love Me Not","$6,494,241"
2020,Hammamet,"$6,434,874"
2020,Lindenberg! Mach dein Ding,"$6,404,964"
2020,Midnight Swan,"$6,397,065"
2020,Nausicaä of the Valley of the Wind 2020 Re-release,"$6,395,525"
2020,Simply Black,"$6,323,750"
2020,My Boyfriend's Meds,"$6,292,780"
2020,Bill & Ted Face the Music,"$6,274,027"
2020,Hotel Belgrade,"$6,189,882"
2020,How to Be a Good Wife,"$6,033,430"
2020,The Legacy Of Dr. Death: Black File,"$6,024,046"
2020,A Piece of Cake,"$6,008,448"
2020,The Rhythm Section,"$5,989,583"
2020,How I Became a Gangster,"$5,975,729"
2020,The Innocent,"$5,929,392"
2020,Twiceborn,"$5,880,157"
2020,The Royal Bride,"$5,830,719"
2020,Beasts Clawing at Straws,"$5,796,059"
2020,The Lion King 2020 Re-release,"$5,773,266"
2020,Last Letter,"$5,663,972"
2020,Yowamushi Pedal: The Movie 2020 Re-release,"$5,624,218"
2020,Hocus Pocus 2020 Re-release,"$5,609,193"
2020,Klassikokkutulek 2: Pulmad ja matused,"$5,543,147"
2020,Mama Weed,"$5,461,144"
2020,Divorce Club,"$5,316,313"
2020,Cats & Dogs 3: Paws Unite,"$5,300,000"
2020,Cindy La Regia,"$5,222,322"
2020,Run,"$5,184,368"
2020,Love Aaj Kal,"$5,120,794"
2020,Masked Ward,"$5,107,013"
2020,Ayyappanum Koshiyum,"$5,088,713"
2020,Baba Parasi,"$5,084,342"
2020,Die Känguru-Chroniken,"$5,081,127"
2020,The Real Exorcist,"$5,035,830"
2020,Mayday,"$5,011,408"
2020,Bheeshma,"$4,997,080"
2020,Made in Abyss: Dawn of the Deep Soul,"$4,971,635"
2020,Godai - The Wunderkind,"$4,948,225"
2020,Military Wives,"$4,890,505"
2020,Panga,"$4,886,124"
2020,The Tales for Old and Young,"$4,853,143"
2020,Streltsov,"$4,850,073"
2020,Persian Lessons,"$4,849,240"
2020,The SpongeBob Movie: Sponge on the Run,"$4,810,790"
2021,Spider-Man: No Way Home,"$1,912,233,593"
2021,The Battle at Lake Changjin,"$902,548,476"
2021,"Hi, Mom","$822,009,764"
2021,No Time to Die,"$774,153,007"
2021,F9: The Fast Saga,"$726,229,501"
2021,Detective Chinatown 3,"$686,257,563"
2021,Venom: Let There Be Carnage,"$506,863,592"
2021,Godzilla vs. Kong,"$470,116,094"
2021,Shang-Chi and the Legend of the Ten Rings,"$432,243,292"
2021,Sing 2,"$408,402,685"
2021,Eternals,"$402,064,899"
2021,Dune,"$402,027,830"
2021,Black Widow,"$379,751,655"
2021,Free Guy,"$331,526,598"
2021,A Quiet Place Part II,"$297,372,261"
2021,Encanto,"$256,786,742"
2021,Cruella,"$233,503,234"
2021,"My Country, My Parents","$221,831,086"
2021,Jungle Cruise,"$220,889,446"
2021,The Conjuring: The Devil Made Me Do It,"$206,431,050"
2021,Raging Fire,"$205,842,393"
2021,Ghostbusters: Afterlife,"$204,334,455"
2021,Chinese Doctors,"$197,143,218"
2021,Cliff Walkers,"$181,325,565"
2021,The Suicide Squad,"$168,717,425"
2021,Jujutsu Kaisen 0,"$166,760,828"
2021,Space Jam: A New Legacy,"$163,692,228"
2021,The Matrix Resurrections,"$157,386,805"
2021,Peter Rabbit 2: The Runaway,"$153,901,717"
2021,House of Gucci,"$153,269,161"
2021,A Writer's Odyssey,"$150,123,320"
2021,The Boss Baby 2: Family Business,"$146,745,280"
2021,PAW Patrol: The Movie,"$144,327,371"
2021,Tom & Jerry,"$136,536,687"
2021,Be Somebody,"$132,326,332"
2021,Halloween Kills,"$131,647,155"
2021,Raya and the Last Dragon,"$130,423,032"
2021,Sister,"$128,317,206"
2021,The King's Man,"$125,897,478"
2021,The Addams Family 2,"$119,815,153"
2021,My Love,"$116,720,921"
2021,Clifford the Big Red Dog,"$107,347,356"
2021,Wrath of Man,"$103,966,489"
2021,Detective Conan: The Scarlet Bullet,"$95,371,578"
2021,Evangelion: 3.0+1.01 Thrice Upon a Time,"$93,882,453"
2021,End Game,"$91,824,961"
2021,Old,"$90,146,510"
2021,Mortal Kombat,"$84,426,031"
2021,Boonie Bears: The Wild Life,"$78,132,231"
2021,Candyman,"$77,411,570"
2021,The Forever Purge,"$76,994,245"
2021,West Side Story,"$76,016,171"
2021,1921,"$75,159,828"
2021,Hitman's Wife's Bodyguard,"$70,060,492"
2021,Escape Room: Tournament of Champions,"$65,774,490"
2021,Belle,"$64,666,502"
2021,Ron's Gone Wrong,"$60,692,022"
2021,Cloudy Mountain,"$58,348,836"
2021,Avatar 2021 Re-release,"$57,995,770"
2021,Nobody,"$57,510,518"
2021,New Gods: Nezha Reborn,"$56,088,478"
2021,Upcoming,"$54,300,000"
2021,Don't Breathe 2,"$53,785,551"
2021,Man in Love,"$52,946,097"
2021,Break Through the Darkness,"$52,700,000"
2021,Schemes in Antiques,"$51,637,422"
2021,Luca,"$51,074,773"
2021,Belfast,"$49,158,709"
2021,My Hero Academia: World Heroes' Mission,"$46,940,541"
2021,The French Dispatch,"$46,333,545"
2021,In the Heights,"$45,175,167"
2021,Love Will Tear Us Apart,"$45,060,290"
2021,Spirit Untamed,"$42,717,215"
2021,Resident Evil: Welcome to Raccoon City,"$41,914,915"
2021,Spiral,"$40,618,920"
2021,Snake Eyes,"$40,064,325"
2021,Tokyo Revengers,"$39,714,624"
2021,Nightmare Alley,"$39,629,195"
2021,Nomadland,"$39,458,207"
2021,King Richard,"$39,429,285"
2021,Arashi Anniversary Tour 5 x 20 Film: Record of Memories,"$38,052,695"
2021,The Yinyang Master,"$37,690,000"
2021,Rurouni Kenshin: Final Chapter Part I - The Final,"$36,964,978"
2021,The Door Lock,"$36,100,000"
2021,We Made a Beautiful Bouquet,"$35,042,879"
2021,Malignant,"$34,891,791"
2021,Licorice Pizza,"$33,274,040"
2021,Respect,"$32,882,823"
2021,Big Red Envelope,"$32,800,000"
2021,Masquerade Night,"$32,287,400"
2021,Once Upon a Time in Hong Kong,"$32,218,874"
2021,Home Sweet Home,"$32,178,677"
2021,The Little Things,"$30,842,746"
2021,The Unholy,"$30,832,137"
2021,The Last Duel,"$30,552,111"
2021,Escape from Mogadishu,"$29,902,716"
2021,Master,"$28,692,230"
2021,The Last Warrior: Root of Evil,"$28,357,398"
2021,The Last Warrior: A Messenger of Darkness,"$27,052,365"
2021,American Underdog,"$26,514,814"
2021,Chaos Walking,"$26,508,132"
2021,The Courier,"$26,001,227"
2021,Spencer,"$25,246,967"
